schema_version,study_id,repair_round,repair_row_id,repair_attempt_id,variant,variant_order,warm_start,repair_reason,target_task_id,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,mass_MeV,target_config,target_config_sha256,nominal_kernel_constant_init,warm_start_source_factor,warm_start_source_attempt_path,warm_start_ls_opt,warm_start_const_opt,current_target_lml_at_plan,source_lml_at_plan,repair_base_seed,planned_optimizer_seed,optimizer_restarts,expected_limit_bands,interpolation_used,fit_code_commit,dry_run,execution_authorized,fit_launched
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__salt_02,salt_02,2,False,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0007,25,gengamma,2021_1pct_x100,7,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1879.8450554414576,,4185771316,4204671322,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__salt_03,salt_03,3,False,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0007,25,gengamma,2021_1pct_x100,7,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1879.8450554414576,,2951695862,2696326396,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__warm,warm,4,True,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0007,25,gengamma,2021_1pct_x100,7,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,15.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f15/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_03/attempt_001,0.3736883000427568,15440.864135025373,1879.8450554414576,1879.8475606612617,845074448,2078356965,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_01,salt_01,1,False,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0008,25,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1269.2469614201557,,1957424829,2404616865,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_02,salt_02,2,False,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0008,25,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1269.2469614201557,,892568444,2591980271,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_03,salt_03,3,False,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0008,25,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1269.2469614201557,,3425622277,2554137202,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__warm,warm,4,True,higher_factor_optimizer_miss,scan__f25__gengamma__2021_1pct_x100__t0008,25,gengamma,2021_1pct_x100,8,0.25,250,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,12.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_02/attempt_001,0.3144128341300374,919.488614476892,1269.2469614201557,1883.4883305157464,2313296374,3530662332,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_01,salt_01,1,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct__t0008,25,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1151.6378763060643,,3745772229,3821657616,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_02,salt_02,2,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct__t0008,25,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1151.6378763060643,,1161851655,3134027059,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_03,salt_03,3,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct__t0008,25,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1151.6378763060643,,2537238585,2815204393,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__warm,warm,4,True,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct__t0008,25,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,20.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001,0.4938934967846844,29.892501361610183,1151.6378763060643,1195.3190905467625,3289991514,1546901833,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_01,salt_01,1,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct_x100__t0008,25,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1746.774731839099,,882618472,1200771592,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_02,salt_02,2,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct_x100__t0008,25,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1746.774731839099,,1294253495,1771697394,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_03,salt_03,3,False,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct_x100__t0008,25,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,,,,,1746.774731839099,,2338574176,714188083,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__warm,warm,4,True,higher_factor_optimizer_miss,scan__f25__sigpowexpq__2021_1pct_x100__t0008,25,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,1.0,15.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f15/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001,0.3576709823595972,66.05123672424445,1746.774731839099,1967.0325293318983,3589846103,3804102614,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
