repair_round,repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090__salt_02,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090,salt_02,False,25,gengamma,2021_1pct_x100,7,0.09,3797129455,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_02/attempt_001/repair_row_enriched.csv,ae0313ba434c19a291ea07163b4fbf66ed52a08fd44bb310b91d9216b220e880,1994.9106647538165,0.3757986978741962,0.1391490456755713,16746.755383611282,1.0,0.1391490456755713,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090__salt_03,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090,salt_03,False,25,gengamma,2021_1pct_x100,7,0.09,2754282814,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_03/attempt_001/repair_row_enriched.csv,2fbc218d5e558a76f968ffc8b0d98b42815a5e306821c44bcf55944b5e2409cf,1994.9102873968857,0.3759024959849528,0.1391490456755713,16824.366379074185,1.0,0.1391490456755713,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090__warm,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090,warm,True,25,gengamma,2021_1pct_x100,7,0.09,4148420825,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/warm/attempt_001/repair_row_enriched.csv,37ab0ac085517a8c780cb4be08ee03960c3dbd18c3f0947c11788a6798663c30,1994.9134967855296,0.3759353566291801,0.1391490456755713,16855.998938664925,16855.998938664925,0.3759353566291801,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__salt_01,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,salt_01,False,25,gengamma,2021_1pct_x100,7,0.25,2383251113,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_01/attempt_001/repair_row_enriched.csv,e006b2ccce76bd4269a98bbc75502d625cd7c2034882980f11f4d709f5344f8a,1879.8452043673376,0.3736342201273742,0.1421963076151332,15411.721440760166,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__salt_02,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,salt_02,False,25,gengamma,2021_1pct_x100,7,0.25,4204671322,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_02/attempt_001/repair_row_enriched.csv,9533de2ae37ee147c6a404482679e74bc2c4c8d26aa203bf4ec44a57f3133a1b,1879.844571598834,0.3742822389360394,0.1421963076151332,15910.2971248625,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__salt_03,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,salt_03,False,25,gengamma,2021_1pct_x100,7,0.25,2696326396,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/salt_03/attempt_001/repair_row_enriched.csv,147931fcb8ef46c61d6851e93090ebf6355cb40074922881b8819788c4d0feb8,1879.8450064475744,0.3736765499136457,0.1421963076151332,15445.747633868425,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250__warm,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m250,warm,True,25,gengamma,2021_1pct_x100,7,0.25,2078356965,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m250MeV/warm/attempt_001/repair_row_enriched.csv,f60d3d6bb490f6c5887491e38eff458ae7790d8e64e62638c0093fc76ef57cf5,1879.8475606612617,0.3736883000427568,0.1421963076151332,15440.864135025373,15440.864135025373,0.3736883000427568,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_01,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,salt_01,False,25,gengamma,2021_1pct_x100,8,0.25,2404616865,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_01/attempt_001/repair_row_enriched.csv,9384ba8d8a068e98bb27b1442d32f035e3588897d5bcf4da00fa87aa64ebf8c1,1883.488263692696,0.3144102425794198,0.1421963076151332,919.3397430956588,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_02,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,salt_02,False,25,gengamma,2021_1pct_x100,8,0.25,2591980271,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_02/attempt_001/repair_row_enriched.csv,d70ae45068c050ff72fa6f833056fddb1a1a043fd0e74031d7fa009998e4fb36,1883.48827563157,0.3144146065133307,0.1421963076151332,919.542441903414,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__salt_03,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,salt_03,False,25,gengamma,2021_1pct_x100,8,0.25,2554137202,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/salt_03/attempt_001/repair_row_enriched.csv,7570368808b5d1bfa66bf73e34c1692e34ac20174ebaa0796ae93346983a5d8b,1883.4882161238377,0.3144154231386037,0.1421963076151332,919.6159878374772,1.0,0.1421963076151332,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250__warm,repair_r02__f25__gengamma__2021_1pct_x100__t0008__m250,warm,True,25,gengamma,2021_1pct_x100,8,0.25,3530662332,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0008/m250MeV/warm/attempt_001/repair_row_enriched.csv,51c195b417d89bf8616d219889ac3d7d4cee8680a5f3e7c107fe3fd44fa8d2f8,1883.4883305157464,0.3144128341300374,0.1421963076151332,919.488614476892,919.488614476892,0.3144128341300374,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_01,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,salt_01,False,25,sigpowexpq,2021_1pct,8,0.21,3821657616,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001/repair_row_enriched.csv,f72eaea05075820f40353fadbadb66f5bacf718e92e20eae0fb16d7e53ad9169,1195.3190904652686,0.4938954582899642,0.1318417452553814,29.89136620087806,1.0,0.1318417452553814,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_02,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,salt_02,False,25,sigpowexpq,2021_1pct,8,0.21,3134027059,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001/repair_row_enriched.csv,b2b74654ade9f169ad0c74fb44fa8c5517f87ef59254ea79c75980307810aa67,1195.3190904560067,0.4938957539355516,0.1318417452553814,29.892126104226076,1.0,0.1318417452553814,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__salt_03,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,salt_03,False,25,sigpowexpq,2021_1pct,8,0.21,2815204393,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001/repair_row_enriched.csv,d80097aa1312237617a226522a9582c8d85b2978caeecc77259d1a6c1f7642ec,1195.3190904016303,0.4938906269073083,0.1318417452553814,29.891807281292667,1.0,0.1318417452553814,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210__warm,repair_r02__f25__sigpowexpq__2021_1pct__t0008__m210,warm,True,25,sigpowexpq,2021_1pct,8,0.21,1546901833,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_001/repair_row_enriched.csv,bb47cd13b79cdc5037b45fb720662945d46653303c3118993085c6643a48111a,1195.3190904818337,0.4938933558479441,0.1318417452553814,29.88875041043633,29.892501361610183,0.4938934967846844,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_01,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,salt_01,False,25,sigpowexpq,2021_1pct_x100,8,0.23,1200771592,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,a1780e25a0399bbc2ab51473fb05f1b39824ce27a387761176064e4f1eb88350,1967.0325278764276,0.3576861097870623,0.1367087832386334,66.07705866456277,1.0,0.1367087832386334,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_02,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,salt_02,False,25,sigpowexpq,2021_1pct_x100,8,0.23,1771697394,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,b0e17cf54ecf413cc41d725594c4115f17a5116bc753db3b0582018c3924840c,1967.0325349400089,0.3576656849433807,0.1367087832386334,66.07209298261567,1.0,0.1367087832386334,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__salt_03,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,salt_03,False,25,sigpowexpq,2021_1pct_x100,8,0.23,714188083,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,617d12c565959b32b0e645889f813ce38db9222a63a2478eaa0b538cc8ff6862,1967.0325170793649,0.3576706153406785,0.1367087832386334,66.04713801840073,1.0,0.1367087832386334,True,False
2,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230__warm,repair_r02__f25__sigpowexpq__2021_1pct_x100__t0008__m230,warm,True,25,sigpowexpq,2021_1pct_x100,8,0.23,3804102614,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/warm/attempt_001/repair_row_enriched.csv,4d0723756b8d641762824e0cccb7e30eabf056ed84c7e250df5c2c1a7bac1309,1967.032532935528,0.3576695422072151,0.1367087832386334,66.08618136811856,66.05123672424445,0.3576709823595972,True,False
